Accrued Expense,Adopted,Agency,Budget Code,Budget Name,Cash Expense,Committed,Department,Encumbered,Expense Category,Modified,Post Adjustments,Pre-Encumbered,Year
0.00,56000000.00,Department of Education,A435,ARPA for Facilities,-10000.00,-10000.00,SCHOOL FACILITIES - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,36902286.00,0.00,0.00,2023
0.00,0.00,Department of Education,4148,Literacy Collab on behalf of Schools,33505461.05,33505461.05,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,36578141.00,0.00,0.00,2023
0.00,34277391.00,Department of Education,A408,ARPA for Prek,0.00,0.00,UNIVERSAL PRE-K - PS,0.00,HEALTH INSURANCE PLAN CITY EMP,34277391.00,0.00,0.00,2023
0.00,33085566.00,Department of Education,2126,CONTRACT SCHOOLS (OUT STATE),29980782.50,29980782.50,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,0.00,PMTS CONTRACT/CORPORAT SCHOOL,33085566.00,0.00,0.00,2023
0.00,33008084.00,Department of Education,5183,TL Match for Chp 683,37236590.25,37236590.25,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,33008084.00,0.00,0.00,2023
0.00,32851117.00,Department of Education,C481,CRRSA for Schools,28853479.25,28853479.25,CATEGORICAL PROGRAMS - PS,0.00,PARAPROFESSIONAL PER SESSION,32851117.00,0.00,0.00,2023
0.00,32742657.00,Department of Education,4801,SE CLASSROOM INSTRUCTION - E/M,6220507.94,6220507.94,SE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,32742657.00,0.00,0.00,2023
0.00,0.00,Department of Education,C408,CRRSA for Prek,311921571.94,311921571.94,UNIVERSAL PRE-K - OTPS,0.00,PMTS CONTRACT/CORPORAT SCHOOL,32722484.00,0.00,0.00,2023
0.00,2093181.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,2376083.10,2376083.10,CATEGORICAL PROGRAMS - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,32093181.00,0.00,0.00,2023
0.00,32920846.00,Department of Education,8815,SSBA,22217172.99,22217172.99,CATEGORICAL PROGRAMS - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,31117746.00,0.00,0.00,2023
1083597.56,30301400.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,28204937.19,29288534.75,CATEGORICAL PROGRAMS - OTPS,0.00,PMTS CONTRACT/CORPORAT SCHOOL,30301400.00,0.00,0.00,2023
203944.03,10706193.00,Department of Education,1736,ENVIRONMENTAL HEALTH & SAFETY,44652098.76,44856042.79,SCHOOL FACILITIES - OTPS,0.00,MAINT & OPER OF INFRASTRUCTURE,30225524.00,0.00,0.00,2023
0.00,40168854.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,20583097.98,20583098.53,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,30168854.00,0.55,0.00,2023
3513508.57,29946764.00,Department of Education,4648,GE Central Managed Sch Supp,28621916.73,32135425.30,GE INSTR & SCH LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,29950764.00,0.00,0.00,2023
0.00,-23781434.00,Department of Education,P453,FINANCIAL PLAN SAVINGS,0.00,0.00,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,29707896.00,0.00,0.00,2023
0.00,29419656.00,Department of Education,2640,Field Support Centers (FSC),18634961.74,18634961.74,SCHOOL SUPPORT ORGANIZATION,0.00,FULL YEAR POSITIONS,29419656.00,0.00,0.00,2023
0.00,29315113.00,Department of Education,8816,REGIONAL & CITYWIDE INST & OPS ADMIN,648016.16,648019.91,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV DIRECT EDUC SERV,29315113.00,3.75,0.00,2023
0.00,29237666.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,6074410.07,6074410.07,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,29237666.00,0.00,0.00,2023
0.00,40665871.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,25148049.62,25148049.62,GE INSTR & SCH LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,28804687.00,0.00,0.00,2023
0.00,28013114.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,46102462.70,46102462.70,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL YEAR POSITIONS,28013114.00,0.00,0.00,2023
0.00,27775278.00,Department of Education,8765,PRE-K FOR THREE-YEAR-OLDS,18119035.72,18119035.72,UNIVERSAL PRE-K - PS,0.00,HEALTH INSURANCE PLAN CITY EMP,27775278.00,0.00,0.00,2023
0.00,12664951.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,27060155.30,27060155.30,GE INSTR & SCH LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,27664951.00,0.00,0.00,2023
0.00,27893300.00,Department of Education,7902,City Council Member Items,560108.17,560108.17,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,27434397.00,0.00,0.00,2023
0.00,27430493.00,Department of Education,1229,DIRECT FIELD OPERATIONS,35550646.14,35627529.73,SCHOOL FOOD SERVICES - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,27395158.00,76883.59,0.00,2023
0.00,65160823.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,25858752.02,25858752.02,CATEGORICAL PROGRAMS - PS,0.00,FULL YEAR POSITIONS,27339677.00,0.00,0.00,2023
0.00,2553000.00,Department of Education,8407,Head Start Non-Federal Share,19071149.44,19071149.44,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,HEAD START,26974890.00,0.00,0.00,2023
0.00,1789880.00,Department of Education,Z042,PlaNYC Energy Costs,25466502.93,26205110.89,SCHOOL FACILITIES - OTPS,0.00,MAINT & OPER OF INFRASTRUCTURE,26815492.00,738607.96,0.00,2023
0.00,26814670.00,Department of Education,1723,CUSTODIAL OPERATIONS,29049824.56,29073156.15,SCHOOL FACILITIES - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,26814670.00,23331.59,0.00,2023
0.00,26766458.00,Department of Education,8870,REIMBURSEABLE SUPPORT - NPS,0.00,0.00,CATEGORICAL PROGRAMS - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,26766458.00,0.00,0.00,2023
0.00,18166404.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,26482778.00,26482778.00,CATEGORICAL PROGRAMS - OTPS,0.00,CHARTER SCHOOLS,26482778.00,0.00,0.00,2023
0.00,28335596.00,Department of Education,5511,NURSES,55904105.68,55904105.68,SE INSTRUCTIONAL SUPPORT -  OTPS,0.00,PROF SERV DIRECT EDUC SERV,26281596.00,0.00,0.00,2023
275934.12,53281058.00,Department of Education,A481,ARPA for Schools,6142178.67,6418112.79,CATEGORICAL PROGRAMS - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,26123742.00,0.00,0.00,2023
0.00,6383546.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,8390823.72,8390823.72,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV OTHER,25928028.00,0.00,0.00,2023
0.00,25713053.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,20273482.34,20273482.34,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL YEAR POSITIONS,25728957.00,0.00,0.00,2023
13830847.11,25357291.00,Department of Education,8870,REIMBURSEABLE SUPPORT - NPS,104631717.85,119105915.58,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV DIRECT EDUC SERV,25357291.00,643350.62,0.00,2023
0.00,23072891.00,Department of Education,7719,DIIT,31858357.30,32496974.70,CENTRAL ADMINISTRATION - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,25125873.00,638617.40,0.00,2023
0.00,25055377.00,Department of Education,8489,GE Reimbursable Support,23182403.23,23182403.23,GE INSTR & SCH LEADERSHIP - PS,0.00,SOCIAL SECURITY CONTRIBUTIONS,25055377.00,0.00,0.00,2023
0.00,24975362.00,Department of Education,0990,ACTIVE EMPLOYEES,26482138.79,26482771.63,FRINGE BENEFITS - PS,0.00,ANNUITY CONTRIBUTIONS,24975362.00,632.84,0.00,2023
0.00,19375227.00,Department of Education,7301,DIVISION OF HUMAN RESOURCES,22467660.24,22467660.24,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,24314819.00,0.00,0.00,2023
601170.02,23679912.00,Department of Youth and Community Development,3606,TRANSITIONAL INDPT LIVING,23456965.92,24058135.94,OTHER THAN PERSONAL SERVICES,0.00,EDUCATION & REC FOR YOUTH PRGM,23925369.00,0.00,0.00,2023
432947.61,23300000.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,23191931.47,23624884.01,CATEGORICAL PROGRAMS - OTPS,0.00,DATA PROCESSING SUPPLIES,23300000.00,4.93,0.00,2023
0.00,15339490.00,Department of Education,4615,NYSTL - HIGH SCHOOL,6952507.99,6952627.81,GE INSTR & SCH LEADERSHIP - OTPS,0.00,BOOKS-OTHER,22781763.00,119.82,0.00,2023
0.00,22662565.00,Department of Education,7719,DIIT,16967050.11,16967050.11,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV COMPUTER SERVICES,22662565.00,0.00,0.00,2023
0.00,22370171.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,8373392.29,8373392.29,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,22370171.00,0.00,0.00,2023
0.00,20889343.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,42153169.01,42153169.01,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,UNSALARIED,22341890.00,0.00,0.00,2023
5271515.86,9058400.00,Department of Education,8870,REIMBURSEABLE SUPPORT - NPS,24683723.32,29955239.18,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,21188778.00,0.00,0.00,2023
1571706.27,18327337.00,Department of Education,4648,GE Central Managed Sch Supp,26009724.48,28895795.63,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,21060045.00,1314364.88,0.00,2023
0.00,21022255.00,Department of Education,8907,UPK DOE FIELD,1705178.91,1705178.91,UNIVERSAL PRE-K - PS,0.00,FULL YEAR POSITIONS,21022255.00,0.00,0.00,2023
0.00,20800000.00,Department of Education,4224,Teacher's Choice,19025245.83,19025245.83,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,20800000.00,0.00,0.00,2023
0.00,20740836.00,Department of Education,8707,UPK DOE SCHOOLS/NYCEEC,23991181.74,23991181.74,UNIVERSAL PRE-K - PS,0.00,SOCIAL SECURITY CONTRIBUTIONS,20740836.00,0.00,0.00,2023
0.00,19671750.00,Department of Education,4325,SUMMER INSTRUCTIONAL PROGRAMS - ELM/MID,21887156.91,21887156.91,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,19671750.00,0.00,0.00,2023
4935107.34,14880890.00,Department of Education,4648,GE Central Managed Sch Supp,21941812.98,26876920.32,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV DIRECT EDUC SERV,19592471.00,0.00,0.00,2023
0.00,6287345.00,Department of Education,7715,BUREAU OF THE BOARD OF ED RETIRE,11511190.22,11511190.22,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,17419614.00,0.00,0.00,2023
0.00,16910000.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,14824146.84,14824146.84,GE INSTR & SCH LEADERSHIP - PS,0.00,TERMINAL LEAVE,16910000.00,0.00,0.00,2023
213532.89,0.00,Department of Citywide Administrative Services,2917,Security- Educational,16627500.11,16841033.00,DIV OF ADMINISTRATION AND SECURITY- OTPS,0.00,SECURITY SERVICES,16841033.00,0.00,0.00,2023
0.00,16623357.00,Department of Education,4648,GE Central Managed Sch Supp,16589106.83,16589106.83,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL YEAR POSITIONS,16623357.00,0.00,0.00,2023
0.00,13205368.00,Department of Education,7719,DIIT,15550817.64,15550817.64,CENTRAL ADMINISTRATION - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,16462493.00,0.00,0.00,2023
0.00,53038853.00,Department of Education,6148,ULIT CENTRAL ON BEHALF OF SCHOOLS,187039.93,187039.93,EARLY CHILDHOOD PROGRAMS- PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,16460712.00,0.00,0.00,2023
8669753.60,12639566.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,24962421.85,35722954.74,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV OTHER,16185802.00,2090779.29,0.00,2023
303874.84,15194500.00,Department of Education,1733,SKILLED TRADES,34647548.56,37171520.81,SCHOOL FACILITIES - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,16038798.00,2220097.41,0.00,2023
0.00,16000000.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,19866976.30,19866976.30,CATEGORICAL PROGRAMS - PS,0.00,SOCIAL SECURITY CONTRIBUTIONS,16000000.00,0.00,0.00,2023
0.00,15968289.00,Department of Education,5183,TL Match for Chp 683,4443347.50,4443347.50,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,15968289.00,0.00,0.00,2023
0.00,15729262.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,10548124.28,10548124.28,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,15729262.00,0.00,0.00,2023
0.00,31484209.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,16189817.00,16189817.00,CATEGORICAL PROGRAMS - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,15687973.00,0.00,0.00,2023
0.00,15452340.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,39303966.06,39303966.06,CATEGORICAL PROGRAMS - PS,0.00,UNSALARIED,15452340.00,0.00,0.00,2023
2167738.00,15450338.00,Department of Education,1103,GE FRANCHISE BUS PAYMENT,9282600.00,11450338.00,PUPIL TRANSPORTATION - OTPS,0.00,PRIV BUS COMP RED FR SCHL CHLD,15450338.00,0.00,0.00,2023
0.00,15427557.00,Department of Education,5105,INSTRUCTIONAL SUPPORT SERVICES - CWSPED,20040685.98,20040685.98,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,15427557.00,0.00,0.00,2023
-864.00,5389017.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,11996081.46,11995217.46,GE INSTR & SCH LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,15389017.00,0.00,0.00,2023
0.00,0.00,Department of Education,A410,ARPA for Early Childhood,0.00,0.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,DAY CARE OF CHILDREN,15239742.00,0.00,0.00,2023
0.00,15087045.00,Department of Education,7701,DIVISION OF FINANCE OPERATIONS,16475861.83,16475861.83,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,15087045.00,0.00,0.00,2023
0.00,14848234.00,Department of Education,5105,INSTRUCTIONAL SUPPORT SERVICES - CWSPED,3341461.84,3341461.84,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,UNSALARIED,14848234.00,0.00,0.00,2023
766311.43,14784354.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,10767444.74,11533756.17,CATEGORICAL PROGRAMS - OTPS,0.00,PMNT SPEC SCHOOL HANDICAP CHLD,14784354.00,0.00,0.00,2023
0.00,14726000.00,Department of Education,1183,TL Match for Chp 683,14726000.00,14726000.00,PUPIL TRANSPORTATION - OTPS,0.00,TRANSPORTATION OF PUPILS,14726000.00,0.00,0.00,2023
0.00,14807645.00,Department of Education,5406,SBST - ELEM / MIDD / HS / CW,13505462.36,13514262.36,SE INSTRUCTIONAL SUPPORT -  OTPS,0.00,PROF SERV DIRECT EDUC SERV,14627645.00,8800.00,0.00,2023
0.00,14535648.00,Department of Education,2647,COMMITTEE ON SPECIAL EDUCATION,12769135.56,12769135.56,SCHOOL SUPPORT ORGANIZATION,0.00,FULL YEAR POSITIONS,14535648.00,0.00,0.00,2023
0.00,14216832.00,Department of Education,4801,SE CLASSROOM INSTRUCTION - E/M,4568778.22,4568778.22,SE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,14270057.00,0.00,0.00,2023
0.00,14018134.00,Department of Education,C481,CRRSA for Schools,7787981.28,7787981.28,CATEGORICAL PROGRAMS - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,14018134.00,0.00,0.00,2023
0.00,13726906.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,15683448.41,15683448.41,SE INSTRUCTIONAL SUPPORT - PS,0.00,LONGEVITY DIFFERENTIAL,13726906.00,0.00,0.00,2023
255597.69,13253397.00,Department of Youth and Community Development,3616,RUNAWAYS,12857859.31,13113457.00,OTHER THAN PERSONAL SERVICES,0.00,EDUCATION & REC FOR YOUTH PRGM,13418824.00,0.00,0.00,2023
3389759.91,27558214.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,27173682.52,30586235.69,CATEGORICAL PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,13338294.00,22793.26,0.00,2023
27250.00,8652014.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,12454574.24,12481824.24,GE INSTR & SCH LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,13196582.00,0.00,0.00,2023
0.00,12855604.00,Department of Education,6201,EarlyLearn Field,5313526.38,5313526.38,EARLY CHILDHOOD PROGRAMS- PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,12855604.00,0.00,0.00,2023
0.00,13002721.00,Department of Education,2129,NON-PUBLIC SCHOOL PAYMENTS,11722075.65,11722075.65,NPS & FIT PMTS - OTPS,0.00,BOOKS-OTHER,12742788.00,0.00,0.00,2023
0.00,12568109.00,Department of Education,4305,INSTRUCTIONAL SUPPORT SERV - ELEM / MID,7374469.55,7374469.55,GE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,12568109.00,0.00,0.00,2023
0.00,7542486.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,11911649.88,11911649.88,CATEGORICAL PROGRAMS - OTPS,0.00,EQUIPMENT GENERAL,12542486.00,0.00,0.00,2023
0.00,12498111.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,4866294.27,4866294.27,CATEGORICAL PROGRAMS - PS,0.00,SUPPLEMENTAL EMPLOYEE WELF BEN,12498111.00,0.00,0.00,2023
688001.01,12414279.00,Department of Education,4648,GE Central Managed Sch Supp,48273376.75,48961377.76,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,12414279.00,0.00,0.00,2023
39232.06,12336500.00,Department of Education,C481,CRRSA for Schools,518889.03,558121.09,CATEGORICAL PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,12336500.00,0.00,0.00,2023
301474.42,10816754.00,Department of Youth and Community Development,3543,SONYC Non-Public Schools,11339495.47,11640969.89,OTHER THAN PERSONAL SERVICES,0.00,EDUCATION & REC FOR YOUTH PRGM,12299805.00,0.00,0.00,2023
0.00,18576295.00,Department of Education,1731,PROGRAM MANAGMENT & CONTRACT MAINTENANCE,14761411.40,14761411.40,SCHOOL FACILITIES - PS,0.00,FULL YEAR POSITIONS,12291548.00,0.00,0.00,2023
55416.59,7234360.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,9685355.09,9740771.68,CATEGORICAL PROGRAMS - OTPS,0.00,MAINT & OPER OF INFRASTRUCTURE,12279433.00,0.00,0.00,2023
0.00,11903466.00,Department of Education,2183,TL Match for Chp 683,13286647.59,13286647.59,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,0.00,PMTS CONTRACT/CORPORAT SCHOOL,11903466.00,0.00,0.00,2023
0.00,11845177.00,Department of Education,8489,GE Reimbursable Support,13215708.22,13215708.22,GE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,11845177.00,0.00,0.00,2023
0.00,11801655.00,Department of Education,4648,GE Central Managed Sch Supp,12469060.90,12469060.90,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TELECOMMUNICATIONS MAINT,11801655.00,0.00,0.00,2023
0.00,11534260.00,Department of Education,5111,RELATED SERVICES - CITYWIDE SPECIAL EDUC,25798935.07,25798935.07,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,UNSALARIED,11534260.00,0.00,0.00,2023
0.00,11410815.00,Department of Education,8489,GE Reimbursable Support,6885302.54,6885302.54,GE INSTR & SCH LEADERSHIP - PS,0.00,SUPPLEMENTAL EMPLOYEE WELF BEN,11410815.00,0.00,0.00,2023
0.00,11227197.00,Department of Education,7785,OFFICE OF IMPARTIAL HEARINGS,13555888.48,13555888.48,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV DIRECT EDUC SERV,11227197.00,0.00,0.00,2023
0.00,11542000.00,Department of Education,7901,City Council Member Items,26179.87,26179.87,CENTRAL ADMINISTRATION - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,11212000.00,0.00,0.00,2023
0.00,27177783.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,9911197.35,9911197.35,SE INSTRUCTIONAL SUPPORT - PS,0.00,UNSALARIED,11177783.00,0.00,0.00,2023
0.00,11067163.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,543441.14,543441.14,GE INSTR & SCH LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,11067163.00,0.00,0.00,2023
0.00,10094191.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,7755826.64,8234905.79,SE INSTRUCTIONAL SUPPORT -  OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,11010002.00,479079.15,0.00,2023
0.00,11954791.00,Department of Education,A408,ARPA for Prek,0.00,0.00,UNIVERSAL PRE-K - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,10997649.00,0.00,0.00,2023
0.00,9707716.00,Department of Education,A408,ARPA for Prek,0.00,0.00,UNIVERSAL PRE-K - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,10949146.00,0.00,0.00,2023
3129444.13,10804629.00,Department of Education,C481,CRRSA for Schools,18236507.51,21365951.64,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,10804629.00,0.00,0.00,2023
0.00,10802263.00,Department of Education,2645,OPERATIONS,9486059.00,9486059.00,SCHOOL SUPPORT ORGANIZATION,0.00,FULL TIME PEDAGOGICAL PRSONNEL,10802263.00,0.00,0.00,2023
0.00,10725012.00,Department of Education,2640,Field Support Centers (FSC),0.00,0.00,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,PROF SERV DIRECT EDUC SERV,10725012.00,0.00,0.00,2023
0.00,10650435.00,Department of Education,8816,REGIONAL & CITYWIDE INST & OPS ADMIN,5224871.23,5224871.23,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,10650435.00,0.00,0.00,2023
0.00,10583894.00,Department of Education,4911,RELATED SERVICES - HIGH SCHOOLS,12337985.33,12337985.33,SE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,10583894.00,0.00,0.00,2023
0.00,10543236.00,Department of Education,4660,LYFE PROGRAM,8986184.93,8986184.93,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,10543236.00,0.00,0.00,2023
0.00,10490397.00,Department of Education,1444,ADMINISTRATION,28012232.36,28012232.36,ENERGY AND LEASES - OTPS,0.00,RENTALS - LAND BLDGS & STRUCTS,10490397.00,0.00,0.00,2023
0.00,4895897.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,8730719.41,8730722.41,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV DIRECT EDUC SERV,10395897.00,3.00,0.00,2023
0.00,10377994.00,Department of Education,4601,GE INSTRUCTION & SCHOOL SUPERVISION - HS,6418365.68,6418365.68,GE INSTR & SCH LEADERSHIP - PS,0.00,NON-PENSIONABLE-PREPARATION PD,10377994.00,0.00,0.00,2023
683968.16,7308636.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,9902058.35,10607484.98,GE INSTR & SCH LEADERSHIP - OTPS,0.00,DATA PROCESSING SUPPLIES,10308636.00,21458.47,0.00,2023
0.00,9049000.00,Office of Administrative Trials & Hearings,2005,Special Education Unit,8792853.65,8792853.65,OFF OF ADM. TRIALS & HEARINGS,0.00,FULL YEAR POSITIONS,10002594.00,0.00,0.00,2023
0.00,10000000.00,Department of Education,2127,Carter Cases,21290563.00,21290563.00,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,0.00,PROF SERV LEGAL SERVICES,10000000.00,0.00,0.00,2023
0.00,76847784.00,Department of Education,1733,SKILLED TRADES,-16645.29,-16645.29,SCHOOL FACILITIES - OTPS,0.00,MAINT & OPER OF INFRASTRUCTURE,9987001.00,0.00,0.00,2023
0.00,7800533.00,Department of Youth and Community Development,3539,SONYC Expansion,10448275.20,10448275.20,OTHER THAN PERSONAL SERVICES,0.00,EDUCATION & REC FOR YOUTH PRGM,9946120.00,0.00,0.00,2023
0.00,9819070.00,Department of Education,4315,NYSTL - ELEMENTARY / MIDDLE,6524192.66,6524192.66,GE INSTR & SCH LEADERSHIP - OTPS,0.00,DATA PROCESSING SUPPLIES,9819070.00,0.00,0.00,2023
0.00,9659817.00,Department of Education,1101,OFFICE OF PUPIL TRANSPORTATION,8571399.72,8571399.72,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,9659817.00,0.00,0.00,2023
